f,f.1,f.2,f.3,f.4,f.5,f.6,f.7,f.8,f.9,f.10,f.11,l,f.12,n,f.13,f.14,t,f.15,f.16,f.17,f.18,f.19,f.20,f.21,t.1,f.22,f.23,f.24,f.25,f.26,f.27,f.28,t.2,t.3,n.1,won
f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,t,f,f,t,f,f,f,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,t,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,t,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,f,f,n,won
f,f,f,f,f,f,t,f,f,t,f,f,l,f,n,f,f,t,f,t,t,f,f,f,f,t,f,f,f,f,f,t,t,t,f,n,won
f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,t,f,f,t,f,f,t,f,t,f,f,f,f,t,f,t,t,t,n,won
f,f,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,t,f,t,t,f,f,t,f,t,f,f,f,f,t,f,t,t,t,n,won
f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,t,f,t,t,f,f,t,f,t,f,f,f,f,t,f,t,t,t,n,won
f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,t,f,f,t,f,f,f,f,t,f,f,f,f,t,f,t,t,t,n,won
f,f,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,t,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,t,t,n,won
f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,t,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,t,t,n,won
f,f,f,f,t,f,t,f,f,t,t,f,l,f,w,f,f,t,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,t,t,n,won
f,t,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,f,f,t,t,f,f,t,f,t,f,f,f,f,t,f,t,t,f,n,won
f,t,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,t,f,n,won
f,t,f,f,f,f,f,f,f,t,t,f,l,f,w,t,f,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,f,f,f,f,f,t,f,f,l,f,w,f,f,f,f,t,t,f,f,t,f,t,f,f,f,f,f,t,t,f,f,n,won
f,f,f,f,f,f,f,f,f,t,f,f,l,f,w,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,f,t,t,f,f,n,won
f,f,f,t,f,f,f,f,f,t,f,f,l,f,w,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,f,t,t,f,f,n,won
f,f,f,f,f,f,t,f,f,t,f,f,l,f,w,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,f,t,t,f,f,n,won
f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,f,f,t,t,f,f,t,f,t,f,f,f,f,t,f,t,f,t,n,won
f,t,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,f,f,t,t,f,f,t,f,t,f,f,f,f,t,f,t,f,t,n,won
f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,t,f,t,n,won
f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,f,t,n,won
f,t,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,f,t,n,won
f,f,f,t,t,f,f,f,f,t,t,f,l,f,n,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,f,f,f,t,t,n,won
f,f,f,f,f,f,t,t,t,t,t,f,l,f,n,f,f,t,f,f,t,f,f,t,f,t,f,f,f,f,f,f,t,t,t,n,won
f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,t,f,f,t,f,f,t,f,t,f,f,f,f,f,f,f,t,t,n,won
f,f,f,f,f,f,t,t,t,t,f,f,l,f,w,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,t,t,f,f,n,won
f,f,f,f,f,f,t,t,t,t,t,f,l,f,w,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,t,f,t,n,won
t,f,t,f,f,f,t,t,t,t,t,f,l,f,n,f,f,f,f,t,t,f,f,t,f,t,t,f,f,f,t,f,t,f,t,n,won
f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,t,f,f,t,f,f,t,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,t,f,t,t,f,f,t,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,t,f,t,t,f,f,t,f,t,f,f,f,f,t,f,t,f,f,n,won
f,f,f,f,f,t,t,f,f,t,t,f,l,f,w,f,f,t,f,f,t,f,f,t,f,t,f,f,f,f,f,f,t,t,f,n,won
f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,t,f,f,t,f,f,f,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,t,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,t,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,f,f,n,won
f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,t,f,f,t,f,f,t,f,t,f,f,f,f,t,f,t,t,t,n,won
f,f,f,f,f,t,t,f,f,t,t,f,l,f,w,f,f,t,f,f,t,f,f,t,f,t,f,f,f,f,f,f,t,t,t,n,won
f,f,f,f,t,t,t,f,f,t,t,f,l,f,w,f,f,t,f,f,t,f,f,t,f,t,f,f,f,f,f,f,t,t,t,n,won
f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,t,f,f,t,f,f,f,f,t,f,f,f,f,t,f,t,t,t,n,won
f,f,f,f,f,t,f,f,f,t,t,f,l,f,n,f,f,t,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,t,t,n,won
f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,t,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,t,t,n,won
f,f,f,t,f,t,f,f,f,t,t,f,l,f,n,f,f,t,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,t,t,n,won
f,f,f,f,t,t,t,f,f,t,t,f,l,f,w,f,f,t,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,t,t,n,won
f,t,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,t,f,n,won
f,t,f,t,f,t,f,f,f,t,t,f,l,f,w,f,f,f,f,t,t,f,f,t,f,t,f,f,f,f,t,f,t,f,t,n,won
f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,f,t,n,won
f,t,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,f,t,n,won
f,f,f,t,f,t,f,f,f,t,t,f,l,f,w,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,f,t,n,won
f,f,f,t,t,t,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,t,t,n,won
f,f,f,t,f,t,t,t,t,t,t,f,l,f,n,f,f,t,f,t,t,f,f,f,f,t,f,f,f,f,f,f,t,t,t,n,won
f,f,f,t,f,t,t,t,t,t,t,f,l,f,w,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,t,t,t,n,won
f,f,f,t,f,t,t,t,t,t,t,f,l,f,w,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,f,t,n,won
f,f,f,f,f,f,f,f,f,t,t,t,g,f,n,f,t,t,f,f,t,f,t,f,f,t,f,f,f,f,f,f,t,t,t,n,won
f,f,f,f,f,f,f,f,f,t,t,t,g,f,n,f,t,t,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,t,t,n,won
f,f,f,f,f,f,f,f,f,t,f,t,g,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,n,won
f,f,f,f,f,t,f,f,f,t,f,t,g,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,n,won
f,f,f,f,f,f,f,f,f,t,t,t,l,f,w,f,f,t,f,f,t,f,f,f,f,t,f,f,f,f,f,f,t,t,f,n,won
f,f,t,f,f,f,t,f,f,t,f,t,l,f,n,f,f,t,f,t,t,f,f,t,f,t,f,f,f,f,f,t,t,t,f,n,won
f,f,f,f,f,f,f,f,f,t,t,t,l,f,w,f,f,t,f,f,t,f,f,f,f,t,f,f,f,f,f,f,t,t,t,n,won
f,f,f,t,f,f,t,t,t,t,f,t,l,f,w,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,t,t,f,f,n,won
f,f,f,f,f,f,f,f,f,t,t,t,l,f,n,f,t,t,f,f,t,f,t,f,f,t,f,f,f,f,f,f,t,t,t,n,won
f,f,f,f,f,t,t,f,f,t,t,t,l,f,w,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,t,f,t,n,won
f,f,f,f,f,t,t,f,f,t,t,t,l,f,n,f,t,t,f,t,t,f,t,f,f,t,f,f,f,f,f,f,f,t,t,n,won
f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,n,won
f,f,f,f,t,f,f,f,f,t,f,f,g,f,n,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,f,f,t,f,f,f,f,t,f,f,g,f,n,f,f,t,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,t,t,t,won
f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,t,t,t,won
f,f,f,f,t,f,f,f,f,t,f,f,g,f,n,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,t,t,t,won
f,f,f,f,t,f,f,f,f,t,f,f,g,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,t,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,f,f,t,f,t,t,t,t,f,f,g,f,n,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,f,f,t,f,t,t,t,t,f,f,g,f,n,f,f,t,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,t,t,t,won
f,f,f,f,f,t,f,f,f,t,f,f,g,f,n,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,f,f,t,t,t,t,won
f,f,f,f,f,t,f,f,f,t,f,f,g,f,n,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,f,f,f,t,f,f,f,t,f,f,g,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,t,t,t,won
f,f,f,f,t,t,f,f,f,t,f,f,g,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,t,t,t,won
f,f,f,f,t,t,f,f,f,t,f,f,g,f,n,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,t,t,t,won
f,f,f,t,t,t,f,f,f,t,f,f,g,f,n,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,t,t,t,won
f,f,f,f,t,t,t,f,f,t,f,f,g,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,t,t,t,won
f,f,f,t,t,t,f,f,f,t,f,f,g,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,f,f,t,t,t,f,f,t,f,f,g,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,f,f,t,t,t,t,t,t,f,f,g,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,t,t,t,won
f,f,f,f,t,t,t,t,t,t,f,f,g,f,n,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,t,t,t,won
f,f,f,t,t,t,t,t,t,t,f,f,g,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,won
f,t,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,t,f,t,t,won
f,f,f,f,t,f,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,t,t,won
f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,won
f,t,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,t,t,t,won
f,t,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,won
f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,t,t,t,won
f,f,f,f,t,f,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,t,t,t,won
f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,t,t,won
f,f,f,f,t,f,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,t,t,won
f,f,f,f,t,f,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,won
f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,t,f,t,f,t,t,t,t,f,f,l,f,n,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,t,t,won
f,f,f,t,t,t,f,f,f,t,f,f,l,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,f,f,t,t,t,f,f,t,f,f,l,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,t,t,t,t,won
f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,t,f,t,t,won
f,t,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,t,t,t,t,won
f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,t,t,won
f,f,f,t,f,t,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,t,t,t,won
f,t,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,t,t,t,won
f,t,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,won
f,f,f,t,t,t,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,won
f,f,f,t,t,t,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,t,t,t,won
f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,won
f,f,f,t,t,t,f,f,f,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,won
f,f,f,t,t,t,t,t,t,t,f,f,l,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,f,t,t,t,t,t,t,t,f,f,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,won
f,f,f,f,f,f,f,f,f,t,f,t,g,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,t,t,t,won
f,f,f,f,f,f,f,f,f,t,f,t,g,f,n,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,t,t,t,won
f,f,f,f,f,f,f,f,f,t,f,t,g,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,f,f,f,t,f,f,f,t,f,t,g,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,t,t,t,won
f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,t,t,t,won
f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,f,f,t,t,t,t,won
f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,won
f,t,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,t,t,t,t,won
f,t,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,t,f,t,t,won
f,f,f,f,t,f,f,f,f,t,f,t,l,f,n,f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,f,t,f,t,t,won
f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,t,t,t,won
f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,t,t,won
f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,won
f,f,f,f,f,t,f,f,f,t,f,t,l,f,n,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,f,f,t,t,t,t,won
f,f,f,f,f,t,f,f,f,t,f,t,l,f,n,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,won
f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,t,f,f,t,f,f,t,f,f,f,f,f,t,f,f,t,t,t,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,t,f,f,t,t,f,t,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,t,f,t,t,t,f,t,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,t,f,f,t,t,f,t,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,t,f,t,t,t,f,t,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,t,f,f,t,t,f,t,f,t,f,f,f,f,t,f,f,t,f,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,t,f,t,t,t,f,t,f,t,f,f,f,f,t,f,f,t,f,n,won
f,f,f,f,t,f,f,f,t,f,t,f,l,f,w,f,f,t,f,f,t,t,f,t,f,t,f,f,f,f,t,f,f,t,f,n,won
f,f,f,f,t,f,f,f,t,f,t,f,l,f,w,f,f,t,f,t,t,t,f,t,f,t,f,f,f,f,t,f,f,t,f,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,t,f,f,t,t,f,f,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,t,f,t,t,t,f,f,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,t,f,f,t,t,f,f,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,t,f,t,t,t,f,f,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,t,f,f,t,t,f,f,f,t,f,f,f,f,t,f,f,t,f,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,t,f,t,t,t,f,f,f,t,f,f,f,f,t,f,f,t,f,n,won
f,f,f,f,t,f,f,f,t,f,t,f,l,f,w,f,f,t,f,f,t,t,f,f,f,t,f,f,f,f,t,f,f,t,f,n,won
f,f,f,f,t,f,f,f,t,f,t,f,l,f,w,f,f,t,f,t,t,t,f,f,f,t,f,f,f,f,t,f,f,t,f,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,t,f,f,t,t,f,t,f,t,f,f,f,f,t,f,f,t,t,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,t,f,t,t,t,f,t,f,t,f,f,f,f,t,f,f,t,t,n,won
f,f,f,f,t,f,f,f,t,f,t,f,l,f,w,f,f,t,f,f,t,t,f,t,f,t,f,f,f,f,t,f,f,t,t,n,won
f,f,f,f,t,f,f,f,t,f,t,f,l,f,w,f,f,t,f,t,t,t,f,t,f,t,f,f,f,f,t,f,f,t,t,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,t,f,f,t,t,f,f,f,t,f,f,f,f,t,f,f,t,t,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,t,f,t,t,t,f,f,f,t,f,f,f,f,t,f,f,t,t,n,won
f,f,f,f,t,f,f,f,t,f,t,f,l,f,w,f,f,t,f,f,t,t,f,f,f,t,f,f,f,f,t,f,f,t,t,n,won
f,f,f,f,t,f,f,f,t,f,t,f,l,f,w,f,f,t,f,t,t,t,f,f,f,t,f,f,f,f,t,f,f,t,t,n,won
f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,t,f,t,f,f,n,won
f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,f,f,t,t,f,f,t,f,t,f,f,f,f,t,f,t,f,f,n,won
f,f,f,f,t,f,f,f,f,f,t,f,l,f,n,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,t,f,t,f,f,n,won
f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,t,f,f,f,f,n,won
f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,f,f,t,t,f,f,t,f,t,f,f,f,f,t,f,f,f,f,n,won
f,f,f,f,t,f,f,f,f,f,t,f,l,f,w,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,t,f,f,f,f,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,f,f,t,t,t,f,t,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,f,f,t,t,t,f,t,f,t,f,f,f,f,t,f,t,t,f,n,won
f,t,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,f,f,t,t,t,f,t,f,t,t,f,f,t,t,f,t,f,f,n,won
f,t,f,f,f,f,f,f,t,f,t,f,l,f,n,t,f,f,f,t,t,t,f,t,f,t,t,f,f,t,t,f,t,f,f,n,won
f,t,f,f,t,f,f,f,t,f,t,f,l,f,n,t,f,f,f,t,t,t,f,t,f,t,t,f,f,t,t,f,t,f,f,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,f,f,t,t,t,f,t,f,t,f,f,f,f,t,f,f,t,f,n,won
f,f,f,f,t,f,f,f,t,f,t,f,l,f,w,f,f,f,f,t,t,t,f,t,f,t,f,f,f,f,t,f,f,t,f,n,won
f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,t,f,f,n,won
f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,f,f,n,won
f,f,f,f,t,f,f,f,f,f,t,f,l,f,n,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,t,f,f,n,won
f,f,f,t,t,f,f,f,f,f,t,f,l,f,n,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,t,f,f,n,won
f,f,f,f,t,f,f,f,f,f,t,f,l,f,n,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,f,f,n,won
f,f,f,t,t,f,f,f,f,f,t,f,l,f,n,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,f,f,n,won
f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,f,f,f,n,won
f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,f,f,f,n,won
f,f,f,f,t,f,f,f,f,f,t,f,l,f,w,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,f,f,f,n,won
f,f,f,t,t,f,f,f,f,f,t,f,l,f,w,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,f,f,f,n,won
f,f,f,f,t,f,f,f,f,f,t,f,l,f,w,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,f,f,f,n,won
f,f,f,t,t,f,f,f,f,f,t,f,l,f,w,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,t,f,f,f,f,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,f,f,t,t,t,f,f,f,t,f,f,f,f,t,f,t,t,f,n,won
f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,f,f,t,t,t,f,f,f,t,f,f,f,f,t,f,t,t,f,n,won
f,t,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,f,f,t,t,t,f,f,f,t,t,f,f,t,t,f,t,f,f,n,won
f,t,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,f,f,t,t,t,f,f,f,t,f,f,f,t,t,f,t,f,f,n,won
f,t,f,f,f,f,f,f,t,f,t,f,l,f,n,t,f,f,f,t,t,t,f,f,f,t,t,f,f,t,t,f,t,f,f,n,won
f,t,f,f,t,f,f,f,t,f,t,f,l,f,n,t,f,f,f,t,t,t,f,f,f,t,f,f,f,t,t,f,t,f,f,n,won
f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,f,f,t,t,t,f,f,f,t,f,f,f,f,t,f,f,t,f,n,won
